matchid,homeawaystatus,teamid,teamname,local_count,local_mins,local_starters,local_sub,local_bench,foreign_count,foreign_mins,foreign_starters,foreign_sub,foreign_bench,local_forward_mins,local_midfield_mins,local_defender_mins,local_goalkeeper_mins,foreign_forward_mins,foreign_midfield_mins,foreign_defender_mins,foreign_goalkeeper_mins,shots,fouls,corners,redCards,yellowCards,offsides,dribbles,goals,xgPerShot,avgDistance,xg,progressiveRuns,touchesInBox,foulsSuffered,shotsOnTarget,shotsBlocked,shotsOutsideBox,shotsOutsideBoxOnTarget,shotsOnPost,shotsWide,shotsFromBox,shotsFromBoxOnTarget,freeKicks,shotsFromDangerZone,totalThrowIns,leftThrowIns,rightThrowIns,possessionPercent,purePossessionTime,possessionNumber,avgPossessionDuration,reachingOpponentHalf,reachingOpponentBox,possession1-15,possession16-30,possession31-45,possession46-60,possession61-75,possession76-90,possession91-105,possession106-120,minutesOfPossession1-15,minutesOfPossession16-30,minutesOfPossession31-45,minutesOfPossession46-60,minutesOfPossession61-75,minutesOfPossession76-90,minutesOfPossession91-105,minutesOfPossession106-120,totalshots,withShots,positionalAttack,positionalWithShots,counterAttacks,freeKicksWithShot,cornersWithShot,tackles,interceptions,clearances,ppda,oppo_shots,oppo_fouls,oppo_corners,oppo_redCards,oppo_yellowCards,oppo_offsides,oppo_dribbles,oppo_goals,oppo_xgPerShot,oppo_avgDistance,oppo_xg,oppo_progressiveRuns,oppo_touchesInBox,oppo_foulsSuffered,oppo_shotsOnTarget,oppo_shotsBlocked,oppo_shotsOutsideBox,oppo_shotsOutsideBoxOnTarget,oppo_shotsOnPost,oppo_shotsWide,oppo_shotsFromBox,oppo_shotsFromBoxOnTarget,oppo_freeKicks,oppo_shotsFromDangerZone,oppo_totalThrowIns,oppo_leftThrowIns,oppo_rightThrowIns,oppo_possessionPercent,oppo_purePossessionTime,oppo_possessionNumber,oppo_avgPossessionDuration,oppo_reachingOpponentHalf,oppo_reachingOpponentBox,oppo_possession1-15,oppo_possession16-30,oppo_possession31-45,oppo_possession46-60,oppo_possession61-75,oppo_possession76-90,oppo_possession91-105,oppo_possession106-120,oppo_minutesOfPossession1-15,oppo_minutesOfPossession16-30,oppo_minutesOfPossession31-45,oppo_minutesOfPossession46-60,oppo_minutesOfPossession61-75,oppo_minutesOfPossession76-90,oppo_minutesOfPossession91-105,oppo_minutesOfPossession106-120,oppo_totalshots,oppo_withShots,oppo_positionalAttack,oppo_positionalWithShots,oppo_counterAttacks,oppo_freeKicksWithShot,oppo_cornersWithShot,oppo_tackles,oppo_interceptions,oppo_clearances,oppo_ppda,season
5580430,away,14870,Geylang International,14,450,5,1,8,6,540,6,0,0,134,136,90,90,90,270,180,0,14,12,1,0,2,2,35,4,0.14,19.2,1.957,5,11,9,6,3,8,3,0,5,6,3,3,3,19,12,7,36,15:56:00,107,0:08:00,45,9,30,31,45,30,42,37,0,0,2:09:00,2:11:00,4:25:00,2:13:00,2:00:00,2:56:00,0:00:00,0:00:00,33,14,19,11,0,0,1,3,57,22,13.3,14,12,1,0,2,2,35,4,0.14,19.2,1.957,5,11,9,6,3,8,3,0,5,6,3,3,3,19,12,7,36,15:56:00,107,0:08:00,45,9,30,31,45,30,42,37,0,0,2:09:00,2:11:00,4:25:00,2:13:00,2:00:00,2:56:00,0:00:00,0:00:00,33,14,19,11,0,0,1,3,57,22,13.3,2024
5580431,home,14866,Albirex Niigata,15,544,6,3,6,5,446,5,0,0,270,4,180,90,0,266,180,0,15,7,3,0,3,1,23,3,0.162,16.7,2.429,19,18,8,5,2,5,2,2,6,10,3,0,6,14,8,6,51,"1 day, 4:21:00",95,0:17:00,39,14,71,56,40,33,55,49,0,0,7:35:00,6:14:00,4:26:00,2:42:00,3:47:00,3:35:00,0:00:00,0:00:00,31,14,19,5,1,0,1,3,51,4,24.9,15,7,3,0,3,1,23,3,0.162,16.7,2.429,19,18,8,5,2,5,2,2,6,10,3,0,6,14,8,6,51,"1 day, 4:21:00",95,0:17:00,39,14,71,56,40,33,55,49,0,0,7:35:00,6:14:00,4:26:00,2:42:00,3:47:00,3:35:00,0:00:00,0:00:00,31,14,19,5,1,0,1,3,51,4,24.9,2024
5580431,away,14869,Lion City Sailors,13,576,5,4,4,7,414,6,0,1,63,243,180,90,180,81,153,0,24,9,8,0,0,1,34,1,0.143,16,3.431,27,36,7,5,6,8,0,0,13,16,5,3,13,12,8,4,49,"1 day, 3:04:00",93,0:17:00,74,28,29,44,60,67,45,51,0,0,3:03:00,4:57:00,6:39:00,5:29:00,3:07:00,3:46:00,0:00:00,0:00:00,57,24,43,21,2,1,3,7,21,12,11.7,24,9,8,0,0,1,34,1,0.143,16,3.431,27,36,7,5,6,8,0,0,13,16,5,3,13,12,8,4,49,"1 day, 3:04:00",93,0:17:00,74,28,29,44,60,67,45,51,0,0,3:03:00,4:57:00,6:39:00,5:29:00,3:07:00,3:46:00,0:00:00,0:00:00,57,24,43,21,2,1,3,7,21,12,11.7,2024
5580432,home,14875,Hougang United,14,450,5,2,7,6,544,6,0,0,0,180,180,90,180,90,274,0,9,11,4,1,2,2,27,1,0.141,13.2,1.269,12,11,10,4,1,3,0,0,4,6,4,1,6,13,6,7,34,18:11:00,95,0:11:00,35,9,32,49,30,30,34,32,0,0,3:18:00,4:34:00,2:48:00,3:11:00,1:54:00,2:24:00,0:00:00,0:00:00,25,9,13,5,0,0,2,4,50,17,33.6,9,11,4,1,2,2,27,1,0.141,13.2,1.269,12,11,10,4,1,3,0,0,4,6,4,1,6,13,6,7,34,18:11:00,95,0:11:00,35,9,32,49,30,30,34,32,0,0,3:18:00,4:34:00,2:48:00,3:11:00,1:54:00,2:24:00,0:00:00,0:00:00,25,9,13,5,0,0,2,4,50,17,33.6,2024
5580432,away,14868,Tampines Rovers,14,580,6,3,5,6,406,5,0,1,98,302,90,90,180,90,136,0,15,11,9,1,1,3,30,1,0.125,19,1.875,22,29,11,6,5,8,3,0,4,7,3,5,5,18,8,10,66,"1 day, 10:37:00",105,0:19:00,80,24,68,51,70,70,66,68,0,0,7:08:00,4:50:00,6:31:00,7:20:00,3:41:00,5:02:00,0:00:00,0:00:00,60,14,43,10,0,2,1,6,36,11,6.3,15,11,9,1,1,3,30,1,0.125,19,1.875,22,29,11,6,5,8,3,0,4,7,3,5,5,18,8,10,66,"1 day, 10:37:00",105,0:19:00,80,24,68,51,70,70,66,68,0,0,7:08:00,4:50:00,6:31:00,7:20:00,3:41:00,5:02:00,0:00:00,0:00:00,60,14,43,10,0,2,1,6,36,11,6.3,2024
5580433,home,14869,Lion City Sailors,13,520,6,0,7,7,470,5,2,0,87,253,90,90,107,183,180,0,15,12,8,0,3,2,21,2,0.119,17.2,1.788,11,30,1,3,8,5,0,0,4,10,3,2,6,11,4,7,39,19:54:00,99,0:12:00,55,18,33,44,44,26,39,46,0,0,3:47:00,3:03:00,4:23:00,1:47:00,2:36:00,4:15:00,0:00:00,0:00:00,42,15,28,6,0,0,3,5,52,27,10.2,15,12,8,0,3,2,21,2,0.119,17.2,1.788,11,30,1,3,8,5,0,0,4,10,3,2,6,11,4,7,39,19:54:00,99,0:12:00,55,18,33,44,44,26,39,46,0,0,3:47:00,3:03:00,4:23:00,1:47:00,2:36:00,4:15:00,0:00:00,0:00:00,42,15,28,6,0,0,3,5,52,27,10.2,2024
5580433,away,14870,Geylang International,14,450,5,3,6,6,540,6,0,0,90,86,184,90,90,270,180,0,19,4,6,0,2,2,16,2,0.118,19,2.245,17,20,12,5,6,9,1,0,8,10,4,1,5,16,10,6,61,"1 day, 7:20:00",101,0:18:00,70,17,67,56,56,74,61,54,0,0,7:37:00,3:56:00,5:37:00,4:58:00,4:06:00,5:03:00,0:00:00,0:00:00,51,18,38,12,0,1,2,3,34,1,13.5,19,4,6,0,2,2,16,2,0.118,19,2.245,17,20,12,5,6,9,1,0,8,10,4,1,5,16,10,6,61,"1 day, 7:20:00",101,0:18:00,70,17,67,56,56,74,61,54,0,0,7:37:00,3:56:00,5:37:00,4:58:00,4:06:00,5:03:00,0:00:00,0:00:00,51,18,38,12,0,1,2,3,34,1,13.5,2024
5580434,home,14867,Young Lions,15,642,7,5,3,5,348,4,0,1,136,123,293,90,90,168,90,0,7,5,0,0,2,0,11,2,0.292,11.5,2.047,11,15,7,4,0,0,0,0,3,7,4,2,6,13,4,9,41,21:11:00,80,0:15:00,42,12,43,38,51,36,32,40,0,0,3:46:00,4:23:00,4:52:00,1:47:00,2:29:00,3:52:00,0:00:00,0:00:00,25,6,19,5,0,0,0,1,37,12,29.5,7,5,0,0,2,0,11,2,0.292,11.5,2.047,11,15,7,4,0,0,0,0,3,7,4,2,6,13,4,9,41,21:11:00,80,0:15:00,42,12,43,38,51,36,32,40,0,0,3:46:00,4:23:00,4:52:00,1:47:00,2:29:00,3:52:00,0:00:00,0:00:00,25,6,19,5,0,0,0,1,37,12,29.5,2024
5580434,away,14871,Balestier Khalsa,13,450,5,2,6,7,540,6,1,0,9,85,266,90,270,270,0,0,25,9,11,0,0,2,26,7,0.212,12.4,5.298,22,58,4,11,8,4,0,1,5,21,11,2,17,14,8,6,59,"1 day, 7:04:00",91,0:20:00,74,38,57,62,49,64,68,60,0,0,5:03:00,7:13:00,4:35:00,3:09:00,5:20:00,5:42:00,0:00:00,0:00:00,60,24,43,16,0,1,6,2,21,8,9.8,25,9,11,0,0,2,26,7,0.212,12.4,5.298,22,58,4,11,8,4,0,1,5,21,11,2,17,14,8,6,59,"1 day, 7:04:00",91,0:20:00,74,38,57,62,49,64,68,60,0,0,5:03:00,7:13:00,4:35:00,3:09:00,5:20:00,5:42:00,0:00:00,0:00:00,60,24,43,16,0,1,6,2,21,8,9.8,2024
5580435,home,14873,Tanjong Pagar Utd,14,586,7,3,4,6,404,4,2,0,8,176,312,90,88,226,90,0,23,12,13,0,2,1,29,1,0.087,16.4,1.994,14,29,6,6,5,5,3,0,12,18,3,2,11,14,9,5,42,19:47:00,112,0:10:00,64,23,43,58,49,27,35,40,0,0,4:08:00,3:44:00,4:32:00,2:04:00,2:07:00,3:08:00,0:00:00,0:00:00,51,23,37,16,0,1,5,4,41,13,11.2,23,12,13,0,2,1,29,1,0.087,16.4,1.994,14,29,6,6,5,5,3,0,12,18,3,2,11,14,9,5,42,19:47:00,112,0:10:00,64,23,43,58,49,27,35,40,0,0,4:08:00,3:44:00,4:32:00,2:04:00,2:07:00,3:08:00,0:00:00,0:00:00,51,23,37,16,0,1,5,4,41,13,11.2,2024
5580435,away,19382,Brunei DPMM,0,0,0,0,0,20,1040,11,4,5,0,0,0,0,244,609,97,90,13,6,5,0,1,3,30,1,0.131,15.3,1.705,12,24,10,6,3,2,1,0,4,11,5,4,7,26,11,15,58,"1 day, 3:13:00",121,0:13:00,64,20,57,42,51,73,65,60,0,0,5:23:00,2:41:00,4:48:00,5:42:00,3:56:00,4:40:00,0:00:00,0:00:00,46,13,25,8,1,2,2,8,46,16,11.4,13,6,5,0,1,3,30,1,0.131,15.3,1.705,12,24,10,6,3,2,1,0,4,11,5,4,7,26,11,15,58,"1 day, 3:13:00",121,0:13:00,64,20,57,42,51,73,65,60,0,0,5:23:00,2:41:00,4:48:00,5:42:00,3:56:00,4:40:00,0:00:00,0:00:00,46,13,25,8,1,2,2,8,46,16,11.4,2024
5580436,home,14873,Tanjong Pagar Utd,15,634,7,4,4,6,316,4,1,1,70,200,274,90,0,266,50,0,15,7,3,1,1,3,19,0,0.057,22.3,0.8541,9,14,7,3,3,9,1,1,8,6,2,2,4,15,3,12,51,"1 day, 2:18:00",82,0:19:00,47,12,34,47,45,64,65,50,0,0,2:49:00,3:37:00,3:28:00,5:57:00,4:37:00,5:49:00,0:00:00,0:00:00,35,14,31,13,0,2,0,4,26,14,23.1,15,7,3,1,1,3,19,0,0.057,22.3,0.8541,9,14,7,3,3,9,1,1,8,6,2,2,4,15,3,12,51,"1 day, 2:18:00",82,0:19:00,47,12,34,47,45,64,65,50,0,0,2:49:00,3:37:00,3:28:00,5:57:00,4:37:00,5:49:00,0:00:00,0:00:00,35,14,31,13,0,2,0,4,26,14,23.1,2024
5580436,away,14869,Lion City Sailors,13,620,8,2,3,7,342,3,3,1,138,166,226,90,21,141,180,0,13,7,9,1,2,1,22,6,0.295,10.9,3.832,11,20,7,9,4,1,0,0,0,12,9,0,11,15,3,12,49,"1 day, 1:28:00",85,0:17:00,47,14,66,53,55,36,35,50,0,0,5:21:00,4:06:00,4:13:00,3:23:00,2:31:00,5:52:00,0:00:00,0:00:00,35,12,17,6,3,0,0,5,31,15,12.5,13,7,9,1,2,1,22,6,0.295,10.9,3.832,11,20,7,9,4,1,0,0,0,12,9,0,11,15,3,12,49,"1 day, 1:28:00",85,0:17:00,47,14,66,53,55,36,35,50,0,0,5:21:00,4:06:00,4:13:00,3:23:00,2:31:00,5:52:00,0:00:00,0:00:00,35,12,17,6,3,0,0,5,31,15,12.5,2024
5580437,home,14867,Young Lions,16,729,8,4,4,4,261,3,0,1,90,189,360,90,90,171,0,0,21,9,7,0,0,4,23,2,0.093,16.2,1.944,14,51,8,7,7,6,0,0,7,15,7,1,10,24,10,14,65,"1 day, 10:03:00",114,0:17:00,77,34,64,71,65,44,64,78,0,0,5:28:00,5:38:00,6:56:00,3:51:00,4:23:00,7:44:00,0:00:00,0:00:00,58,21,46,15,3,0,1,1,29,13,8.9,21,9,7,0,0,4,23,2,0.093,16.2,1.944,14,51,8,7,7,6,0,0,7,15,7,1,10,24,10,14,65,"1 day, 10:03:00",114,0:17:00,77,34,64,71,65,44,64,78,0,0,5:28:00,5:38:00,6:56:00,3:51:00,4:23:00,7:44:00,0:00:00,0:00:00,58,21,46,15,3,0,1,1,29,13,8.9,2024
5580437,away,14868,Tampines Rovers,14,540,6,3,5,6,450,5,0,1,31,329,90,90,180,90,180,0,18,9,3,0,1,0,20,2,0.088,22.3,1.587,16,20,9,8,4,7,4,0,6,11,4,0,6,15,10,5,35,18:28:00,112,0:09:00,47,16,36,29,35,56,36,22,0,0,3:07:00,2:15:00,3:40:00,4:49:00,2:25:00,2:09:00,0:00:00,0:00:00,33,18,19,10,3,0,1,4,49,24,20.8,18,9,3,0,1,0,20,2,0.088,22.3,1.587,16,20,9,8,4,7,4,0,6,11,4,0,6,15,10,5,35,18:28:00,112,0:09:00,47,16,36,29,35,56,36,22,0,0,3:07:00,2:15:00,3:40:00,4:49:00,2:25:00,2:09:00,0:00:00,0:00:00,33,18,19,10,3,0,1,4,49,24,20.8,2024
5580438,home,14866,Albirex Niigata,15,594,6,4,5,5,396,5,0,0,277,54,173,90,0,216,180,0,16,7,1,0,2,1,10,5,0.079,21,1.259,10,13,9,6,1,10,3,1,8,6,3,1,5,16,6,10,53,"1 day, 2:35:00",82,0:19:00,47,11,69,56,58,40,41,48,0,0,6:02:00,4:39:00,5:49:00,2:52:00,2:25:00,4:44:00,0:00:00,0:00:00,37,15,29,13,0,1,1,3,36,13,14.2,16,7,1,0,2,1,10,5,0.079,21,1.259,10,13,9,6,1,10,3,1,8,6,3,1,5,16,6,10,53,"1 day, 2:35:00",82,0:19:00,47,11,69,56,58,40,41,48,0,0,6:02:00,4:39:00,5:49:00,2:52:00,2:25:00,4:44:00,0:00:00,0:00:00,37,15,29,13,0,1,1,3,36,13,14.2,2024
5580438,away,14870,Geylang International,14,453,5,5,4,6,537,6,0,0,10,106,247,90,91,266,180,0,9,9,4,0,1,1,8,1,0.084,22.4,0.7591,5,11,6,5,3,6,3,0,1,3,2,3,3,16,7,9,47,23:35:00,82,0:17:00,49,9,31,44,42,60,59,52,0,0,2:42:00,3:40:00,4:18:00,4:16:00,3:26:00,5:11:00,0:00:00,0:00:00,35,9,27,9,0,0,0,1,22,4,15.3,9,9,4,0,1,1,8,1,0.084,22.4,0.7591,5,11,6,5,3,6,3,0,1,3,2,3,3,16,7,9,47,23:35:00,82,0:17:00,49,9,31,44,42,60,59,52,0,0,2:42:00,3:40:00,4:18:00,4:16:00,3:26:00,5:11:00,0:00:00,0:00:00,35,9,27,9,0,0,0,1,22,4,15.3,2024
5580439,home,19382,Brunei DPMM,0,0,0,0,0,20,1065,11,4,5,0,0,0,0,232,630,101,102,9,9,1,1,5,1,16,2,0.147,18.2,1.322,12,9,8,5,1,4,1,2,1,5,4,2,4,10,4,6,38,18:35:00,97,0:11:00,39,8,34,51,45,36,38,25,0,0,3:06:00,4:18:00,4:19:00,2:30:00,1:56:00,2:24:00,0:00:00,0:00:00,16,9,9,6,1,1,0,2,58,35,19.4,9,9,1,1,5,1,16,2,0.147,18.2,1.322,12,9,8,5,1,4,1,2,1,5,4,2,4,10,4,6,38,18:35:00,97,0:11:00,39,8,34,51,45,36,38,25,0,0,3:06:00,4:18:00,4:19:00,2:30:00,1:56:00,2:24:00,0:00:00,0:00:00,16,9,9,6,1,1,0,2,58,35,19.4,2024
5580439,away,14871,Balestier Khalsa,13,445,5,2,6,7,540,6,0,1,38,52,265,90,270,270,0,0,30,9,15,1,2,4,42,2,0.115,16.5,3.454,15,49,9,12,8,11,2,0,10,19,10,2,14,24,11,13,62,"1 day, 6:19:00",120,0:15:00,103,34,66,49,55,64,62,75,0,0,5:54:00,4:11:00,5:18:00,4:32:00,3:07:00,7:15:00,0:00:00,0:00:00,78,30,58,21,0,1,7,3,31,5,5.2,30,9,15,1,2,4,42,2,0.115,16.5,3.454,15,49,9,12,8,11,2,0,10,19,10,2,14,24,11,13,62,"1 day, 6:19:00",120,0:15:00,103,34,66,49,55,64,62,75,0,0,5:54:00,4:11:00,5:18:00,4:32:00,3:07:00,7:15:00,0:00:00,0:00:00,78,30,58,21,0,1,7,3,31,5,5.2,2024
5580440,home,14873,Tanjong Pagar Utd,15,611,7,4,4,5,379,4,1,0,12,180,329,90,90,224,65,0,12,10,5,0,0,3,29,4,0.161,14,1.927,18,23,8,6,1,2,1,0,5,10,5,3,8,24,9,15,58,"1 day, 1:10:00",102,0:14:00,57,19,61,48,67,55,58,61,0,0,4:59:00,2:53:00,4:06:00,4:16:00,3:59:00,4:54:00,0:00:00,0:00:00,49,12,36,7,0,0,1,1,38,8,7.1,12,10,5,0,0,3,29,4,0.161,14,1.927,18,23,8,6,1,2,1,0,5,10,5,3,8,24,9,15,58,"1 day, 1:10:00",102,0:14:00,57,19,61,48,67,55,58,61,0,0,4:59:00,2:53:00,4:06:00,4:16:00,3:59:00,4:54:00,0:00:00,0:00:00,49,12,36,7,0,0,1,1,38,8,7.1,2024
5580440,away,14866,Albirex Niigata,11,451,5,5,1,6,539,6,0,0,209,152,0,90,90,180,269,0,9,9,5,0,0,3,15,1,0.124,17.7,1.117,6,13,8,5,1,4,2,0,3,5,3,2,5,18,12,6,42,17:54:00,95,0:11:00,44,10,39,52,33,45,42,39,0,0,3:11:00,3:09:00,2:03:00,3:29:00,2:53:00,3:05:00,0:00:00,0:00:00,30,9,23,6,0,1,2,3,22,14,15.5,9,9,5,0,0,3,15,1,0.124,17.7,1.117,6,13,8,5,1,4,2,0,3,5,3,2,5,18,12,6,42,17:54:00,95,0:11:00,44,10,39,52,33,45,42,39,0,0,3:11:00,3:09:00,2:03:00,3:29:00,2:53:00,3:05:00,0:00:00,0:00:00,30,9,23,6,0,1,2,3,22,14,15.5,2024
5580441,home,14875,Hougang United,13,522,6,3,4,6,468,5,1,0,10,242,180,90,198,90,180,0,19,8,7,0,0,0,6,4,0.125,18.3,2.366,12,22,11,11,4,7,2,0,4,12,9,3,6,21,13,8,49,21:49:00,99,0:13:00,64,18,42,59,43,50,43,54,0,0,2:51:00,4:52:00,4:20:00,3:36:00,2:02:00,4:05:00,0:00:00,0:00:00,44,17,33,12,0,2,4,3,29,14,13.1,19,8,7,0,0,0,6,4,0.125,18.3,2.366,12,22,11,11,4,7,2,0,4,12,9,3,6,21,13,8,49,21:49:00,99,0:13:00,64,18,42,59,43,50,43,54,0,0,2:51:00,4:52:00,4:20:00,3:36:00,2:02:00,4:05:00,0:00:00,0:00:00,44,17,33,12,0,2,4,3,29,14,13.1,2024
5580441,away,14867,Young Lions,16,720,8,2,6,4,270,3,0,1,90,180,360,90,90,180,0,0,11,12,5,0,2,3,16,4,0.142,14.7,1.558,12,16,8,6,3,2,0,0,2,9,6,2,5,23,17,6,51,22:51:00,99,0:13:00,54,13,58,41,57,50,57,46,0,0,4:00:00,3:20:00,5:40:00,3:36:00,2:42:00,3:32:00,0:00:00,0:00:00,36,11,26,8,0,1,1,1,29,13,13.5,11,12,5,0,2,3,16,4,0.142,14.7,1.558,12,16,8,6,3,2,0,0,2,9,6,2,5,23,17,6,51,22:51:00,99,0:13:00,54,13,58,41,57,50,57,46,0,0,4:00:00,3:20:00,5:40:00,3:36:00,2:42:00,3:32:00,0:00:00,0:00:00,36,11,26,8,0,1,1,1,29,13,13.5,2024
5580442,home,14869,Lion City Sailors,13,605,7,2,4,7,385,4,3,0,142,239,134,90,57,12,316,0,10,8,9,0,1,3,12,3,0.13,18.3,1.305,13,11,6,4,3,5,2,0,3,5,2,1,3,19,10,9,43,20:56:00,102,0:12:00,53,10,54,25,37,42,55,49,0,0,4:06:00,2:05:00,3:25:00,4:14:00,2:57:00,4:07:00,0:00:00,0:00:00,34,9,22,4,0,1,2,0,64,13,10.8,10,8,9,0,1,3,12,3,0.13,18.3,1.305,13,11,6,4,3,5,2,0,3,5,2,1,3,19,10,9,43,20:56:00,102,0:12:00,53,10,54,25,37,42,55,49,0,0,4:06:00,2:05:00,3:25:00,4:14:00,2:57:00,4:07:00,0:00:00,0:00:00,34,9,22,4,0,1,2,0,64,13,10.8,2024
5580442,away,14871,Balestier Khalsa,13,456,5,5,3,7,534,6,0,1,44,58,264,90,270,264,0,0,10,6,9,0,0,1,4,1,0.088,17.3,0.8766,9,16,6,3,3,5,0,0,4,5,3,3,4,22,11,11,57,"1 day, 4:12:00",111,0:15:00,69,15,46,75,63,58,45,51,0,0,3:31:00,6:13:00,5:50:00,5:55:00,2:23:00,4:18:00,0:00:00,0:00:00,48,9,36,4,0,2,3,2,42,13,9.8,10,6,9,0,0,1,4,1,0.088,17.3,0.8766,9,16,6,3,3,5,0,0,4,5,3,3,4,22,11,11,57,"1 day, 4:12:00",111,0:15:00,69,15,46,75,63,58,45,51,0,0,3:31:00,6:13:00,5:50:00,5:55:00,2:23:00,4:18:00,0:00:00,0:00:00,48,9,36,4,0,2,3,2,42,13,9.8,2024
5580443,home,14868,Tampines Rovers,12,586,7,2,3,6,404,4,1,1,90,316,90,90,134,90,180,0,10,9,3,0,0,2,17,3,0.072,24.7,0.7184,9,7,13,6,2,6,3,0,2,4,3,3,2,17,8,9,31,15:09:00,99,0:09:00,47,6,29,45,31,34,21,27,0,0,2:37:00,3:11:00,2:35:00,3:02:00,1:24:00,2:15:00,0:00:00,0:00:00,30,9,17,5,4,2,0,2,33,15,34.2,10,9,3,0,0,2,17,3,0.072,24.7,0.7184,9,7,13,6,2,6,3,0,2,4,3,3,2,17,8,9,31,15:09:00,99,0:09:00,47,6,29,45,31,34,21,27,0,0,2:37:00,3:11:00,2:35:00,3:02:00,1:24:00,2:15:00,0:00:00,0:00:00,30,9,17,5,4,2,0,2,33,15,34.2,2024
5580443,away,19382,Brunei DPMM,0,0,0,0,0,19,1030,11,4,4,0,0,0,0,293,412,235,90,20,13,9,0,0,4,28,2,0.15,15.2,3,11,43,8,11,1,5,3,0,8,15,8,1,11,15,6,9,69,"1 day, 9:44:00",107,0:18:00,78,30,71,55,69,66,79,73,0,0,6:33:00,3:56:00,5:53:00,5:48:00,5:24:00,6:09:00,0:00:00,0:00:00,57,20,39,11,0,0,5,1,33,10,6.9,20,13,9,0,0,4,28,2,0.15,15.2,3,11,43,8,11,1,5,3,0,8,15,8,1,11,15,6,9,69,"1 day, 9:44:00",107,0:18:00,78,30,71,55,69,66,79,73,0,0,6:33:00,3:56:00,5:53:00,5:48:00,5:24:00,6:09:00,0:00:00,0:00:00,57,20,39,11,0,0,5,1,33,10,6.9,2024
5580444,home,14875,Hougang United,12,448,5,4,3,6,542,6,0,0,23,155,180,90,180,90,272,0,9,10,10,0,2,1,25,2,0.139,13,1.247,15,21,10,3,1,1,0,0,5,8,3,4,6,28,18,10,60,"1 day, 2:51:00",119,0:13:00,71,19,40,61,65,54,70,70,0,0,3:02:00,4:02:00,4:47:00,4:01:00,3:30:00,7:26:00,0:00:00,0:00:00,55,9,38,5,1,0,2,2,29,10,8.1,9,10,10,0,2,1,25,2,0.139,13,1.247,15,21,10,3,1,1,0,0,5,8,3,4,6,28,18,10,60,"1 day, 2:51:00",119,0:13:00,71,19,40,61,65,54,70,70,0,0,3:02:00,4:02:00,4:47:00,4:01:00,3:30:00,7:26:00,0:00:00,0:00:00,55,9,38,5,1,0,2,2,29,10,8.1,2024
5580444,away,19382,Brunei DPMM,0,0,0,0,0,20,980,11,5,4,0,0,0,0,278,528,84,90,12,10,4,1,2,3,18,2,0.167,18.8,2.007,12,6,10,7,3,6,2,0,2,6,5,3,4,25,11,14,40,17:49:00,111,0:09:00,41,6,60,39,35,46,30,30,0,0,4:30:00,2:36:00,2:31:00,3:26:00,1:28:00,3:15:00,0:00:00,0:00:00,32,11,21,4,2,0,2,5,43,35,14.9,12,10,4,1,2,3,18,2,0.167,18.8,2.007,12,6,10,7,3,6,2,0,2,6,5,3,4,25,11,14,40,17:49:00,111,0:09:00,41,6,60,39,35,46,30,30,0,0,4:30:00,2:36:00,2:31:00,3:26:00,1:28:00,3:15:00,0:00:00,0:00:00,32,11,21,4,2,0,2,5,43,35,14.9,2024
5580445,home,14866,Albirex Niigata,15,547,6,3,6,5,443,5,0,0,201,139,117,90,90,180,173,0,17,12,12,1,1,1,17,2,0.099,17.5,1.685,8,31,6,6,8,6,0,0,3,11,6,0,7,25,13,12,58,"1 day, 2:14:00",104,0:15:00,60,23,69,65,55,63,51,52,0,0,4:03:00,3:50:00,4:40:00,4:10:00,3:31:00,5:56:00,0:00:00,0:00:00,54,17,37,11,0,0,4,2,30,8,6.5,17,12,12,1,1,1,17,2,0.099,17.5,1.685,8,31,6,6,8,6,0,0,3,11,6,0,7,25,13,12,58,"1 day, 2:14:00",104,0:15:00,60,23,69,65,55,63,51,52,0,0,4:03:00,3:50:00,4:40:00,4:10:00,3:31:00,5:56:00,0:00:00,0:00:00,54,17,37,11,0,0,4,2,30,8,6.5,2024
5580445,away,14871,Balestier Khalsa,13,450,5,3,5,7,508,6,0,1,0,134,226,90,238,270,0,0,12,6,3,0,3,4,10,3,0.121,19.4,1.454,9,13,11,5,1,7,2,2,3,5,3,4,4,17,4,13,42,19:15:00,103,0:11:00,51,10,31,35,45,37,49,48,0,0,1:50:00,2:03:00,3:52:00,2:27:00,3:27:00,5:34:00,0:00:00,0:00:00,33,11,23,8,0,0,2,0,46,9,14.2,12,6,3,0,3,4,10,3,0.121,19.4,1.454,9,13,11,5,1,7,2,2,3,5,3,4,4,17,4,13,42,19:15:00,103,0:11:00,51,10,31,35,45,37,49,48,0,0,1:50:00,2:03:00,3:52:00,2:27:00,3:27:00,5:34:00,0:00:00,0:00:00,33,11,23,8,0,0,2,0,46,9,14.2,2024
